X,Y,name,lat,lon,descr,length (m),route_names,walking_distances,shortest_walking_distance
-106.0965923,39.5802396,Unknown Path,39.580239599999999,-106.096592299999998,end,103.321850644110299,"CDOT West Line (DAILY)(Bustang),","1.579,",1.579
-106.0975349,39.5873268,,39.587326800000000,-106.097534899999999,start,83.690358692187957,"CDOT West Line (DAILY)(Bustang),","0.15,",0.15
-106.0971948,39.586637,,39.586637000000003,-106.097194799999997,end,83.690358692187957,"CDOT West Line (DAILY)(Bustang),","0.234,",0.234
-106.0814416,39.5763883,Hole 5,39.576388299999998,-106.081441600000005,start,137.472710248219812,"CDOT West Line (DAILY)(Bustang),","2.848,",2.848
-106.0811841,39.576473,Hole 5,39.576473000000000,-106.081184100000002,end,137.472710248219812,"CDOT West Line (DAILY)(Bustang),","2.848,",2.848
-106.0637409,39.589312,Jody's Loop,39.589312000000000,-106.063740899999999,start,3414.649137993700151,"CDOT West Line (DAILY)(Bustang),","5.717,",5.717
-106.0637123,39.594611,Jody's Loop,39.594611000000000,-106.063712300000006,end,3414.649137993700151,"CDOT West Line (DAILY)(Bustang),","6.043,",6.043
-106.0932196,39.5622604,,39.562260400000000,-106.093219599999998,start,355.455042870857369,"CDOT West Line (DAILY)(Bustang),","4.133,",4.133
-106.0924053,39.5649716,,39.564971600000000,-106.092405299999996,end,355.455042870857369,"CDOT West Line (DAILY)(Bustang),","3.821,",3.821
-106.5502379,39.6432641,,39.643264100000003,-106.550237899999999,start,1749.241509928119740,"Highway 6(ECO Transit),Highway 6(ECO Transit),Highway 6(ECO Transit),","5.698,5.61,5.331,",5.331
-106.5477697,39.6466999,,39.646699900000002,-106.547769700000003,end,1749.241509928119740,"Highway 6(ECO Transit),Highway 6(ECO Transit),Highway 6(ECO Transit),","6.313,6.225,5.946,",5.946
-106.5436497,39.6407525,,39.640752499999998,-106.543649700000003,start,222.055068398554624,"Highway 6(ECO Transit),Highway 6(ECO Transit),Highway 6(ECO Transit),","4.503,4.532,5.815,",4.503
-106.5431127,39.6400839,,39.640083900000000,-106.543112699999995,end,222.055068398554624,"Highway 6(ECO Transit),Highway 6(ECO Transit),Highway 6(ECO Transit),","4.362,4.391,5.674,",4.362
-106.5430034,39.6398784,,39.639878400000001,-106.543003400000003,start,180.928510632439838,"Highway 6(ECO Transit),Highway 6(ECO Transit),Highway 6(ECO Transit),","4.334,4.363,5.646,",4.334
-106.5427301,39.6392693,,39.639269300000002,-106.542730100000000,end,180.928510632439838,"Highway 6(ECO Transit),Highway 6(ECO Transit),Highway 6(ECO Transit),","4.262,4.291,5.574,",4.262
-106.5473215,39.6470422,,39.647042200000001,-106.547321499999995,start,338.797452791315663,"Highway 6(ECO Transit),Highway 6(ECO Transit),Highway 6(ECO Transit),","6.367,6.279,6.0,",6.0
-106.5466753,39.6479533,,39.647953299999998,-106.546675300000004,end,338.797452791315663,"Highway 6(ECO Transit),Highway 6(ECO Transit),Highway 6(ECO Transit),","6.484,6.396,6.117,",6.117
-106.5466445,39.6480273,,39.648027300000003,-106.546644499999999,start,346.448818748400470,"Highway 6(ECO Transit),Highway 6(ECO Transit),Highway 6(ECO Transit),","6.492,6.404,6.125,",6.125
-106.5461756,39.6496203,,39.649620300000002,-106.546175599999998,end,346.448818748400470,"Highway 6(ECO Transit),Highway 6(ECO Transit),Highway 6(ECO Transit),","6.685,6.318,6.597,",6.318
-106.5458186,39.6389292,,39.638929200000000,-106.545818600000004,start,420.628682694901272,"Highway 6(ECO Transit),Highway 6(ECO Transit),Highway 6(ECO Transit),","4.625,5.642,4.654,",4.625
-106.5449833,39.6411134,,39.641113400000002,-106.544983299999998,end,420.628682694901272,"Highway 6(ECO Transit),Highway 6(ECO Transit),Highway 6(ECO Transit),","4.625,4.654,5.806,",4.625
-106.5456422,39.6389347,,39.638934700000000,-106.545642200000003,start,317.511563568090537,"Highway 6(ECO Transit),Highway 6(ECO Transit),Highway 6(ECO Transit),","4.609,5.658,4.638,",4.609
-106.5430611,39.6392457,,39.639245699999996,-106.543061100000003,end,317.511563568090537,"Highway 6(ECO Transit),Highway 6(ECO Transit),Highway 6(ECO Transit),","4.291,4.32,5.603,",4.291
-106.5483085,39.6570197,,39.657019699999999,-106.548308500000005,start,4469.169620180047787,"Highway 6(ECO Transit),Highway 6(ECO Transit),Highway 6(ECO Transit),","7.0,6.912,7.775,",6.912
-106.548,39.6399329,,39.639932899999998,-106.548000000000002,end,4469.169620180047787,"Highway 6(ECO Transit),Highway 6(ECO Transit),Highway 6(ECO Transit),","5.409,5.321,4.858,",4.858
-106.0636958,39.594724,Olympians Links,39.594723999999999,-106.063695800000005,start,877.855271017400696,"CDOT West Line (DAILY)(Bustang),","6.031,",6.031
-106.0683521,39.5883611,Olympians Links,39.588361100000000,-106.068352099999998,end,877.855271017400696,"CDOT West Line (DAILY)(Bustang),","5.152,",5.152
-106.0636793,39.5897627,,39.589762700000001,-106.063679300000004,start,261.752418797695498,"CDOT West Line (DAILY)(Bustang),","5.767,",5.767
-106.0608033,39.5905195,,39.590519499999999,-106.060803300000003,end,261.752418797695498,"CDOT West Line (DAILY)(Bustang),","6.028,",6.028
-106.062903,39.5846949,,39.584694900000002,-106.062903000000006,start,137.326294164393772,"CDOT West Line (DAILY)(Bustang),","5.339,",5.339
-106.0617305,39.5851579,,39.585157899999999,-106.061730499999996,end,137.326294164393772,"CDOT West Line (DAILY)(Bustang),","5.476,",5.476
-106.1098301,39.5646707,,39.564670700000001,-106.109830099999996,start,8044.202512843648947,"CDOT West Line (DAILY)(Bustang),","4.769,",4.769
-106.590448,39.6664986,,39.666498599999997,-106.590447999999995,start,1306.980647258627414,"Highway 6(ECO Transit),Highway 6(ECO Transit),Highway 6(ECO Transit),","4.519,4.521,4.93,",4.519
-106.5832228,39.6702577,,39.670257700000001,-106.583222800000001,end,1306.980647258627414,"Highway 6(ECO Transit),Valley  Commuter(ECO Transit),Western Circulator/Valley Express(ECO Transit),Highway 6(ECO Transit),Highway 6(ECO Transit),","5.121,5.121,5.121,6.469,6.501,",5.121
-106.074691,39.5728737,,39.572873700000002,-106.074691000000001,start,119.107142271834846,"CDOT West Line (DAILY)(Bustang),","3.499,",3.499
-106.0735921,39.5725974,,39.572597399999999,-106.073592099999999,end,119.107142271834846,"CDOT West Line (DAILY)(Bustang),","3.397,",3.397
-106.0801897,39.603172,,39.603172000000001,-106.080189700000005,start,780.067427459879127,"CDOT West Line (DAILY)(Bustang),","2.478,",2.478
-106.0803241,39.6075082,,39.607508199999998,-106.080324099999999,end,780.067427459879127,"CDOT West Line (DAILY)(Bustang),","3.258,",3.258
-106.0753986,39.6074655,,39.607465500000004,-106.075398600000000,start,203.219281046185642,"CDOT West Line (DAILY)(Bustang),","3.221,",3.221
-106.0776453,39.6071185,,39.607118499999999,-106.077645300000000,end,203.219281046185642,"CDOT West Line (DAILY)(Bustang),","3.018,",3.018
-106.5187028,39.6074754,,39.607475399999998,-106.518702800000000,start,39.140374828837579,"Vail-Beaver Creek Express(ECO Transit),Highway 6(ECO Transit),Highway 6(ECO Transit),","0.578,3.865,3.887,",0.578
-106.5183216,39.6076657,,39.607665699999998,-106.518321599999993,end,39.140374828837579,"Vail-Beaver Creek Express(ECO Transit),Highway 6(ECO Transit),Highway 6(ECO Transit),","0.617,3.853,3.875,",0.617
-106.5891956,39.6555359,,39.655535899999997,-106.589195599999996,start,231.211248526650451,"Highway 6(ECO Transit),Highway 6(ECO Transit),Highway 6(ECO Transit),","2.736,2.798,2.325,",2.325
-106.5885301,39.6571868,,39.657186799999998,-106.588530100000000,end,231.211248526650451,"Highway 6(ECO Transit),Highway 6(ECO Transit),Highway 6(ECO Transit),Valley  Commuter(ECO Transit),Western Circulator/Valley Express(ECO Transit),","2.944,3.006,2.318,2.318,2.318,",2.318
-106.077355,39.541465,,39.541465000000002,-106.077354999999997,start,2712.184684141015623,"CDOT West Line (DAILY)(Bustang),","7.172,",7.172
-106.077078,39.558218,,39.558217999999997,-106.077078000000000,end,2712.184684141015623,"CDOT West Line (DAILY)(Bustang),","4.961,",4.961
-106.5891413,39.6562686,,39.656268599999997,-106.589141299999994,start,67.662530372808149,"Highway 6(ECO Transit),Highway 6(ECO Transit),Highway 6(ECO Transit),","2.82,2.882,2.409,",2.409
-106.5883852,39.6564413,,39.656441299999997,-106.588385200000005,end,67.662530372808149,"Highway 6(ECO Transit),Highway 6(ECO Transit),Highway 6(ECO Transit),Valley  Commuter(ECO Transit),Western Circulator/Valley Express(ECO Transit),","2.872,2.934,2.246,2.246,2.246,",2.246
-106.5884859,39.6572488,,39.657248799999998,-106.588485899999995,start,515.290656725473696,"Highway 6(ECO Transit),Highway 6(ECO Transit),Highway 6(ECO Transit),Valley  Commuter(ECO Transit),Western Circulator/Valley Express(ECO Transit),","2.952,3.014,2.326,2.326,2.326,",2.326
-106.590716,39.653201,,39.653201000000003,-106.590716000000000,end,515.290656725473696,"Highway 6(ECO Transit),Highway 6(ECO Transit),Highway 6(ECO Transit),","2.026,2.028,2.437,",2.026
-106.0652914,39.5767112,,39.576711199999998,-106.065291400000007,start,128.743795431810867,"CDOT West Line (DAILY)(Bustang),","4.454,",4.454
-106.0640067,39.5767018,,39.576701800000002,-106.064006699999993,end,128.743795431810867,"CDOT West Line (DAILY)(Bustang),","4.542,",4.542
-106.0655633,39.5788306,,39.578830600000003,-106.065563299999994,start,34.509070390794548,"CDOT West Line (DAILY)(Bustang),","4.526,",4.526
-106.0652286,39.5786854,,39.578685399999998,-106.065228599999998,end,34.509070390794548,"CDOT West Line (DAILY)(Bustang),","4.561,",4.561
-106.0628926,39.5801789,Buzz saw,39.580178900000000,-106.062892599999998,start,1416.263477638075528,"CDOT West Line (DAILY)(Bustang),","4.835,",4.835
-106.071966,39.5739078,Buzz saw,39.573907800000001,-106.071966000000003,end,1416.263477638075528,"CDOT West Line (DAILY)(Bustang),","3.633,",3.633
-106.0721754,39.5734676,,39.573467600000001,-106.072175400000006,start,118.971725262013223,"CDOT West Line (DAILY)(Bustang),","3.596,",3.596
-106.073439,39.5732114,,39.573211399999998,-106.073438999999993,end,118.971725262013223,"CDOT West Line (DAILY)(Bustang),","3.477,",3.477
-106.0912984,39.5712669,,39.571266899999998,-106.091298399999999,start,567.447937152507734,"CDOT West Line (DAILY)(Bustang),","2.226,",2.226
-106.0937686,39.5753576,,39.575357599999997,-106.093768600000004,end,567.447937152507734,"CDOT West Line (DAILY)(Bustang),","1.769,",1.769
-106.0741358,39.5714287,,39.571428699999998,-106.074135799999993,start,88.009412211615142,"CDOT West Line (DAILY)(Bustang),","3.553,",3.553
-106.0735377,39.5708265,,39.570826500000003,-106.073537700000003,end,88.009412211615142,"CDOT West Line (DAILY)(Bustang),","3.641,",3.641
-106.0879154,39.5362936,,39.536293600000000,-106.087915400000000,start,510.408509131225628,"CDOT West Line (DAILY)(Bustang),","7.391,",7.391
-106.08516,39.532635,,39.532634999999999,-106.085160000000002,end,510.408509131225628,"CDOT West Line (DAILY)(Bustang),","7.902,",7.902
-106.085064,39.545484,,39.545484000000002,-106.085064000000003,start,41.417190960734608,"CDOT West Line (DAILY)(Bustang),","5.996,",5.996
-106.0846177,39.5453434,,39.545343400000000,-106.084617699999995,end,41.417190960734608,"CDOT West Line (DAILY)(Bustang),","6.038,",6.038
-106.0727323,39.5703403,,39.570340299999998,-106.072732299999998,start,325.045540366179239,"CDOT West Line (DAILY)(Bustang),","3.77,",3.77
-106.0752007,39.5681729,,39.568172900000000,-106.075200699999996,end,325.045540366179239,"CDOT West Line (DAILY)(Bustang),","4.095,",4.095
-106.0743121,39.5691172,,39.569117200000001,-106.074312100000000,start,716.379077641550452,"CDOT West Line (DAILY)(Bustang),","3.963,",3.963
-106.081234,39.567094,,39.567093999999997,-106.081233999999995,end,716.379077641550452,"CDOT West Line (DAILY)(Bustang),","3.337,",3.337
-106.080169,39.567517,,39.567517000000002,-106.080168999999998,start,129.025155839470443,"CDOT West Line (DAILY)(Bustang),","3.441,",3.441
-106.0790973,39.5682048,,39.568204799999997,-106.079097300000001,end,129.025155839470443,"CDOT West Line (DAILY)(Bustang),","3.57,",3.57
-106.081037,39.567143,,39.567143000000002,-106.081036999999995,start,335.015577247116823,"CDOT West Line (DAILY)(Bustang),","3.355,",3.355
-106.082631,39.564741,,39.564740999999998,-106.082631000000006,end,335.015577247116823,"CDOT West Line (DAILY)(Bustang),","3.69,",3.69
-106.0683259,39.5478321,,39.547832100000001,-106.068325900000005,start,1674.485404174787618,"CDOT West Line (DAILY)(Bustang),","7.018,",7.018
-106.072591,39.554495,,39.554495000000003,-106.072591000000003,end,1674.485404174787618,"CDOT West Line (DAILY)(Bustang),","5.712,",5.712
-106.076454,39.549335,,39.549334999999999,-106.076453999999998,start,1756.518840173047238,"CDOT West Line (DAILY)(Bustang),","6.173,",6.173
-106.083245,39.559115,,39.559114999999998,-106.083245000000005,end,1756.518840173047238,"CDOT West Line (DAILY)(Bustang),","4.415,",4.415
-106.074754,39.568105,,39.568105000000003,-106.074753999999999,start,1652.595785455355326,"CDOT West Line (DAILY)(Bustang),","4.135,",4.135
-106.0753452,39.55748,,39.557479999999998,-106.075345200000001,end,1652.595785455355326,"CDOT West Line (DAILY)(Bustang),","5.2,",5.2
-106.072422,39.554002,,39.554001999999997,-106.072422000000003,start,1495.328259045471441,"CDOT West Line (DAILY)(Bustang),","5.772,",5.772
-106.057817,39.553385,,39.553384999999999,-106.057817000000000,end,1495.328259045471441,"CDOT West Line (DAILY)(Bustang),","7.266,",7.266
-106.0765208,39.5428653,,39.542865300000003,-106.076520799999997,start,214.281427514183434,"CDOT West Line (DAILY)(Bustang),","7.295,",7.295
-106.077738,39.5415721,,39.541572100000003,-106.077737999999997,end,214.281427514183434,"CDOT West Line (DAILY)(Bustang),","7.137,",7.137
-106.1032226,39.5651891,,39.565189099999998,-106.103222599999995,start,1697.413046761244914,"CDOT West Line (DAILY)(Bustang),","3.836,",3.836
-106.0853239,39.5618382,,39.561838199999997,-106.085323900000006,end,1697.413046761244914,"CDOT West Line (DAILY)(Bustang),","4.061,",4.061
-106.0630244,39.5776907,Lakeshore Perimeter,39.577690699999998,-106.063024400000003,start,2652.986265561171422,"CDOT West Line (DAILY)(Bustang),","4.703,",4.703
-106.061667,39.5953948,Lakeshore Perimeter,39.595394800000001,-106.061667000000000,end,2652.986265561171422,"CDOT West Line (DAILY)(Bustang),","6.233,",6.233
-106.0773873,39.5767937,Hole 18,39.576793700000003,-106.077387299999998,start,81.352843355379747,"CDOT West Line (DAILY)(Bustang),","3.362,",3.362
-106.0778261,39.5761444,Hole 18,39.576144399999997,-106.077826099999996,end,81.352843355379747,"CDOT West Line (DAILY)(Bustang),","3.128,",3.128
-106.0804867,39.5755882,Hole 4,39.575588199999999,-106.080486699999994,start,65.536542009272296,"CDOT West Line (DAILY)(Bustang),","2.792,",2.792
-106.0812475,39.5756305,Hole 4,39.575630500000003,-106.081247500000003,end,65.536542009272296,"CDOT West Line (DAILY)(Bustang),","2.778,",2.778
-106.0811414,39.5767502,,39.576750199999999,-106.081141400000007,start,73.721367979215302,"CDOT West Line (DAILY)(Bustang),","2.848,",2.848
-106.0804464,39.5771396,,39.577139600000002,-106.080446400000000,end,73.721367979215302,"CDOT West Line (DAILY)(Bustang),","2.848,",2.848
-106.0797141,39.5778528,,39.577852800000002,-106.079714100000004,start,62.744629912918043,"CDOT West Line (DAILY)(Bustang),","2.848,",2.848
-106.0789902,39.5779274,,39.577927400000000,-106.078990200000007,end,62.744629912918043,"CDOT West Line (DAILY)(Bustang),","3.122,",3.122
-106.0784429,39.5764876,Hole 16,39.576487600000000,-106.078442899999999,start,57.284508093043968,"CDOT West Line (DAILY)(Bustang),","3.122,",3.122
-106.0779333,39.5768203,Hole 16,39.576820300000001,-106.077933299999998,end,57.284508093043968,"CDOT West Line (DAILY)(Bustang),","3.28,",3.28
-106.049117,39.6318562,,39.631856200000001,-106.049116999999995,start,31.766818360679824,"CDOT West Line (DAILY)(Bustang),","7.137,",7.137
-106.0487823,39.6319782,,39.631978199999999,-106.048782299999999,end,31.766818360679824,"CDOT West Line (DAILY)(Bustang),","7.169,",7.169
-106.088807,39.5628653,,39.562865299999999,-106.088807000000003,start,53.287147904216397,"CDOT West Line (DAILY)(Bustang),","4.236,",4.236
-106.0885011,39.5624682,,39.562468199999998,-106.088501100000002,end,53.287147904216397,"CDOT West Line (DAILY)(Bustang),","4.289,",4.289
-106.1052204,39.6169189,,39.616918900000002,-106.105220399999993,end,2465.882878595058628,"CDOT West Line (DAILY)(Bustang),","7.478,",7.478
-106.1047044,39.6153588,,39.615358800000003,-106.104704400000003,start,8.384433096177569,"CDOT West Line (DAILY)(Bustang),","7.672,",7.672
-106.1047983,39.6153381,,39.615338100000002,-106.104798299999999,end,8.384433096177569,"CDOT West Line (DAILY)(Bustang),","7.68,",7.68
-106.0592495,39.5961411,Lakeshore Perimeter,39.596141099999997,-106.059249500000007,start,1613.135057685328547,"CDOT West Line (DAILY)(Bustang),","6.462,",6.462
-106.0688195,39.5884952,Lakeshore Perimeter,39.588495199999997,-106.068819500000004,end,1613.135057685328547,"CDOT West Line (DAILY)(Bustang),","5.181,",5.181
-106.0980948,39.5857876,,39.585787600000003,-106.098094799999998,start,285.334362783072265,"CDOT West Line (DAILY)(Bustang),","0.386,",0.386
-106.0973445,39.5873124,,39.587312400000002,-106.097344500000005,end,285.334362783072265,"CDOT West Line (DAILY)(Bustang),","0.166,",0.166
-106.321072,39.650818,Booth Lake Trail,39.650818000000001,-106.321072000000001,start,3175.113413860873152,"CDOT West Line (DAILY)(Bustang),Highway 6(ECO Transit),Leadville(ECO Transit),Valley  Commuter(ECO Transit),Western Circulator/Valley Express(ECO Transit),Minturn(ECO Transit),Vail-Beaver Creek Express(ECO Transit),Highway 6(ECO Transit),Leadville(ECO Transit),Valley  Commuter(ECO Transit),Western Circulator/Valley Express(ECO Transit),Vail-Beaver Creek Express(ECO Transit),","4.992,4.992,4.992,4.992,4.992,4.992,4.992,5.566,5.566,5.566,5.566,5.566,",4.992
-106.0973688,39.5786859,Bike Path,39.578685900000004,-106.097368799999998,start,130.156125848856163,"CDOT West Line (DAILY)(Bustang),","1.733,",1.733
-106.0986831,39.5788448,Bike Path,39.578844799999999,-106.098683100000002,end,130.156125848856163,"CDOT West Line (DAILY)(Bustang),","1.863,",1.863
